Date;Magnitude (group);Magnitude (group) 1;Place;Type;Year;Depth;F1;Latitude;Longitude;Magnitude
23.03.1969;Moderate;Moderate;Manisa;MS;1969;15,2;299;39,123;28,491;5,6
6.09.1969;Moderate;Moderate;Mugla;mb;1969;68,3;300;36,752;28,274;5
28.03.1969;Strong;Strong;Manisa;MS;1969;4;301;38,55;28,46;6,5
4.03.1969;Moderate;Moderate;Antalya;MS;1969;109;302;36,98;31,04;5,2
14.01.1969;Strong;Strong;Erzurum;MS;1969;22;303;36,11;29,19;6,2
3.03.1969;Moderate;Moderate;Balikesir;MS;1969;10,1;304;40,048;27,536;5,3
25.03.1969;Strong;Strong;Balikesir;MS;1969;37;305;39,25;28,44;6
6.04.1969;Moderate;Moderate;Izmir;MS;1969;15,2;306;38,467;26,444;5,5
24.03.1969;Moderate;Moderate;Manisa;MS;1969;30,2;307;39,094;28,498;5
7.10.1969;Moderate;Moderate;Balikesir;MS;1969;13;308;39,2;28,4;5,1
10.09.1969;Moderate;Moderate;Mus;MS;1969;35;309;39,244;41,448;5,3
22.12.1969;Moderate;Moderate;Corum;mb;1969;33;310;40,6;34,2;5,1
25.09.1968;Moderate;Moderate;Bingol;mb;1968;47,6;311;39,221;40,307;5
30.10.1968;Moderate;Moderate;Adiyaman;mb;1968;2,8;312;37,971;38,587;5
11.06.1968;Moderate;Moderate;Van;MS;1968;53;313;38,15;42,85;5,1
3.09.1968;Strong;Strong;Bartin;MS;1968;5;314;41,81;32,39;6,5
28.03.1968;Moderate;Moderate;Isparta;mb;1968;10;315;38,1;31;5
24.09.1968;Moderate;Moderate;Bingol;mb;1968;11,8;316;39,189;40,319;5
19.02.1968;Moderate;Moderate;Canakkale;mb;1968;10;317;39,8;26,4;5,2
26.07.1967;Strong;Strong;Bingol;MS;1967;10;318;39,5;40,3;6
30.01.1967;Moderate;Moderate;Erzurum;MS;1967;76;319;39,41;41,49;5
22.07.1967;Strong;Strong;Sakarya;MS;1967;33;320;40,67;30,69;6,8
22.07.1967;Moderate;Moderate;Sakarya;mb;1967;6;321;40,7;30,8;5,2
22.07.1967;Moderate;Moderate;Sakarya;mb;1967;37,3;322;40,748;30,555;5,1
23.06.1967;Moderate;Moderate;Cankiri;mb;1967;5,4;323;40,831;33,611;5,1
22.07.1967;Moderate;Moderate;Sakarya;MS;1967;26;324;40,66;30,62;5,1
30.07.1967;Moderate;Moderate;Sakarya;mb;1967;14,7;325;40,697;30,549;5,4
1.06.1967;Moderate;Moderate;Mugla;mb;1967;39,9;326;36,825;29,331;5
26.10.1967;Moderate;Moderate;Denizli;mb;1967;49,3;327;37,25;29,112;5
19.08.1966;Moderate;Moderate;Mus;mb;1966;35;328;39,31;41,192;5
27.04.1966;Moderate;Moderate;Bitlis;MS;1966;28;329;38,14;42,52;5,1
10.12.1966;Moderate;Moderate;Kastamonu;MS;1966;13;330;41,09;33,56;5,2
19.08.1966;Moderate;Moderate;Erzurum;MS;1966;62;331;39,41;41,3;5,3
20.08.1966;Strong;Strong;Bingol;MS;1966;14;332;39,42;40,98;6,2
20.08.1966;Moderate;Moderate;Mus;MS;1966;47;333;38,82;41,49;5
7.05.1966;Moderate;Moderate;Aydin;mb;1966;44,2;334;37,79;27,754;5
9.05.1966;Moderate;Moderate;Antalya;MS;1966;132;335;37,05;30,98;5
19.08.1966;Moderate;Moderate;Mus;mb;1966;35;336;38,999;41,759;5,2
4.05.1966;Moderate;Moderate;Aydin;MS;1966;37;337;37,74;27,71;5,2
19.08.1966;Strong;Strong;Mus;MS;1966;26;338;39,17;41,56;6,9
20.08.1966;Moderate;Moderate;Bingol;mb;1966;18,7;339;39,165;40,762;5,4
25.09.1966;Moderate;Moderate;Burdur;MS;1966;44;340;37,77;29,97;5,2
7.03.1966;Moderate;Moderate;Mus;mb;1966;35;341;39,174;41,602;5,2
31.08.1965;Moderate;Moderate;Bingol;mb;1965;5,6;342;39,346;40,792;5,1
28.06.1965;Moderate;Moderate;Batman;mb;1965;33;343;38;41,3;5,1
23.08.1965;Moderate;Moderate;Edirne;mb;1965;16;344;40,436;26,136;5,2
26.03.1965;Moderate;Moderate;Balikesir;MS;1965;111;345;36,82;30,94;5,2
2.03.1965;Moderate;Moderate;Manisa;mb;1965;41;346;38,451;28,286;5
13.06.1965;Moderate;Moderate;Denizli;mb;1965;36,6;347;37,778;29,314;5,1
6.10.1964;Major;Major;Bursa;MS;1964;34;348;40,3;28,23;7
23.04.1964;Moderate;Moderate;Malatya;mb;1964;57;349;38,09;38,75;5
14.06.1964;Strong;Strong;Adiyaman;MS;1964;3;350;38,13;38,51;6
30.01.1964;Moderate;Moderate;Burdur;mb;1964;56,2;351;37,401;29,931;5,3
6.10.1964;Moderate;Moderate;Bursa;mb;1964;28,1;352;40,186;28,153;5,4
11.03.1963;Moderate;Moderate;Denizli;MS;1963;40;353;37,96;29,14;5,5
26.07.1963;Moderate;Moderate;Mugla;MS;1963;80;354;36,84;28,76;5,1
22.04.1963;Moderate;Moderate;Balikesir;MS;1963;60;355;41,37;38,75;5,4
29.03.1963;Moderate;Moderate;Canakkale;MS;1963;50;356;40,29;26,15;5,1
18.09.1963;Strong;Strong;Istanbul;MS;1963;40;357;40,77;29,12;6,3
4.09.1962;Moderate;Moderate;Igdir;MS;1962;40;358;39,96;44,13;5,3
1.06.1961;Moderate;Moderate;Kahramanmaras;MS;1961;40;359;37,65;36,76;5
21.06.1961;Moderate;Moderate;Denizli;MS;1961;60;360;37,87;28,77;5
23.05.1961;Strong;Strong;Mugla;MS;1961;70;361;36,7;28,49;6,3
28.11.1961;Moderate;Moderate;Canakkale;MS;1961;80;362;39,99;26,1;5,2
28.03.1961;Moderate;Moderate;Balikesir;MS;1961;10;363;39,82;30,19;5
26.01.1960;Moderate;Moderate;Mugla;MS;1960;72;364;37;28,93;5,2
26.01.1960;Moderate;Moderate;Giresun;MS;1960;20;365;40,19;38,75;5,9
10.09.1959;Moderate;Moderate;Erzurum;MS;1959;70;366;39,64;41,73;5,3
26.07.1959;Moderate;Moderate;Tekirdag;MS;1959;10;367;40,91;27,54;5,4
25.04.1959;Moderate;Moderate;Mugla;MS;1959;30;368;36,94;28,58;5,9
25.04.1959;Moderate;Moderate;Mugla;MS;1959;40;369;36,92;28,6;5,3
26.01.1959;Moderate;Moderate;Mugla;MS;1959;47;370;36,78;29,02;5
19.11.1959;Moderate;Moderate;Izmir;MS;1959;10;371;38,89;26,65;5,3
25.10.1959;Moderate;Moderate;Erzurum;MS;1959;50;372;39,25;41,63;5
8.12.1959;Moderate;Moderate;Mugla;MS;1959;70;373;36,91;29,07;5
9.05.1958;Moderate;Moderate;Mugla;MS;1958;67;374;36,61;27,6;5,2
14.01.1958;Moderate;Moderate;Bingol;MS;1958;60;375;39,48;40,41;5,1
26.05.1957;Major;Major;Duzce;MS;1957;10;376;40,67;31;7,1
1.06.1957;Moderate;Moderate;Duzce;MS;1957;50;377;40,75;30,86;5
5.02.1957;Moderate;Moderate;Mugla;MS;1957;60;378;36,37;28,88;5,2
25.04.1957;Moderate;Moderate;Balikesir;MS;1957;10;379;36,12;28,6;5
7.07.1957;Moderate;Moderate;Bingol;MS;1957;60;380;39,37;40,46;5,1
27.05.1957;Moderate;Moderate;Duzce;MS;1957;50;381;40,73;30,95;5,8
26.04.1957;Moderate;Moderate;Balikesir;MS;1957;50;382;36,22;28,87;5,9
24.04.1957;Strong;Strong;Erzurum;MS;1957;80;383;36,43;28,63;6,8
26.05.1957;Moderate;Moderate;Balikesir;MS;1957;100;384;41,34;30,7;5,1
26.05.1957;Moderate;Moderate;Sakarya;MS;1957;40;385;40,6;30,74;5,4
25.04.1957;Major;Major;Mugla;MS;1957;80;386;36,42;28,68;7,1
26.05.1957;Moderate;Moderate;Sakarya;MS;1957;10;387;40,76;30,81;5,9
26.12.1957;Moderate;Moderate;Kocaeli;MS;1957;10;388;40,83;29,72;5,2
21.09.1957;Moderate;Moderate;Cankiri;MS;1957;40;389;40,75;34,02;5,1
16.09.1956;Moderate;Moderate;Balikesir;MS;1956;40;390;35,91;25,97;5
20.02.1956;Strong;Strong;Kozkayi Mahallesi;MS;1956;40;391;39,89;30,49;6,4
6.01.1956;Moderate;Moderate;Canakkale;MS;1956;10;392;40,39;26,29;5,5
23.02.1956;Moderate;Moderate;Balikesir;MS;1956;60;393;39,76;30,17;5,2
16.07.1955;Strong;Strong;Aydin;MS;1955;40;394;37,65;27,26;6,8
28.08.1955;Moderate;Moderate;Aydin;MS;1955;20;395;37,4;27,16;5,3
23.03.1954;Moderate;Moderate;Tekirdag;MS;1954;10;396;40,58;27,12;5,1
28.03.1954;Moderate;Moderate;Bingol;MS;1954;10;397;39,03;40,97;5,4
18.03.1953;Major;Major;Canakkale;MS;1953;10;398;39,99;27,36;7,2
2.05.1953;Moderate;Moderate;Izmir;MS;1953;60;399;38,51;26,55;5,1
22.07.1953;Moderate;Moderate;Balikesir;MS;1953;10;400;39,24;28,43;5,2
18.06.1953;Moderate;Moderate;Edirne;MS;1953;30;401;41,8;26,55;5,1
24.03.1953;Moderate;Moderate;Kilis;MS;1953;10;402;37,02;37;5
2.05.1953;Moderate;Moderate;Izmir;MS;1953;40;403;38,48;26,67;5
23.03.1953;Moderate;Moderate;Erzurum;MS;1953;50;404;39,37;41,28;5
19.03.1953;Moderate;Moderate;Balikesir;MS;1953;10;405;39,88;27,35;5
3.06.1953;Moderate;Moderate;Bursa;MS;1953;20;406;40,28;28,53;5,3
18.03.1953;Moderate;Moderate;Canakkale;MS;1953;30;407;40;27,4;5
7.09.1953;Strong;Strong;Karabuk;MS;1953;40;408;41,09;33,01;6
18.03.1953;Moderate;Moderate;Balikesir;MS;1953;30;409;39,96;27,59;5,4
19.03.1952;Moderate;Moderate;Balikesir;MS;1952;40;410;39,6;28,64;5,4
22.10.1952;Moderate;Moderate;Adana;MS;1952;70;411;37,25;35,65;5,6
22.10.1952;Moderate;Moderate;Mugla;MS;1952;40;412;36,83;27,6;5,2
3.01.1952;Moderate;Moderate;Erzurum;MS;1952;40;413;39,95;41,67;5,8
15.09.1951;Moderate;Moderate;Balikesir;MS;1951;40;414;40,15;28,02;5
5.11.1951;Moderate;Moderate;Balikesir;MS;1951;10;415;36;29;5,2
13.08.1951;Strong;Strong;Cankiri;MS;1951;10;416;40,88;32,87;6,9
8.04.1951;Moderate;Moderate;Balikesir;MS;1951;50;417;36,58;35,85;5,8
8.11.1950;Moderate;Moderate;Diyarbakir;MS;1950;50;418;38,27;39,16;5,2
9.05.1950;Moderate;Moderate;Malatya;MS;1950;70;419;38,24;38,32;5
28.11.1950;Moderate;Moderate;Balikesir;MS;1950;40;420;39,73;28,05;5,1
23.11.1949;Moderate;Moderate;Izmir;MS;1949;60;421;38,75;26,36;5,2
17.08.1949;Moderate;Moderate;Erzincan;MS;1949;60;422;39,58;40,57;5,2
23.07.1949;Strong;Strong;Izmir;MS;1949;10;423;38,57;26,29;6,6
17.08.1949;Moderate;Moderate;Erzincan;MS;1949;10;424;39,6;40,6;5,3
17.08.1949;Strong;Strong;Erzincan;MS;1949;40;425;39,57;40,62;6,7
5.02.1949;Moderate;Moderate;Bursa;MS;1949;40;426;39,89;29,35;5
13.05.1949;Moderate;Moderate;Karabuk;MS;1949;20;427;40,94;32,71;5,1
25.04.1949;Moderate;Moderate;Malatya;MS;1949;80;428;38,27;38,99;5,3
30.04.1948;Moderate;Moderate;Balikesir;MS;1948;80;429;36,05;31,14;5,8
13.11.1948;Moderate;Moderate;Bursa;MS;1948;60;430;40,23;29,02;5,6
18.08.1948;Moderate;Moderate;Elazig;MS;1948;10;431;38,51;39,25;5
19.04.1947;Moderate;Moderate;Van;MS;1947;40;432;37,8;43,31;5
9.12.1947;Moderate;Moderate;Mersin;MS;1947;10;433;36,52;34,34;5,6
21.01.1946;Moderate;Moderate;Cankiri;MS;1946;60;434;41,05;33,48;5
31.05.1946;Moderate;Moderate;Mus;MS;1946;60;435;39,29;41,21;5,9
21.02.1946;Moderate;Moderate;Konya;MS;1946;60;436;38,24;31,79;5,5
16.07.1946;Moderate;Moderate;Balikesir;MS;1946;40;437;38,63;31,15;5,1
26.10.1945;Moderate;Moderate;Kastamonu;MS;1945;50;438;41,54;33,29;5,7
15.01.1945;Moderate;Moderate;Van;MS;1945;32;439;38,4;44,2;5,1
20.03.1945;Strong;Strong;Adana;MS;1945;60;440;37,11;35,7;6
20.11.1945;Moderate;Moderate;Van;MS;1945;10;441;38,63;43,33;5,2
7.06.1945;Moderate;Moderate;Kastamonu;MS;1945;10;442;41,17;33,25;5,2
8.03.1945;Moderate;Moderate;Bartin;MS;1945;10;443;41,85;32,44;5
2.03.1945;Moderate;Moderate;Kastamonu;MS;1945;10;444;41,2;33,4;5,6
5.04.1944;Moderate;Moderate;Duzce;MS;1944;10;445;40,84;31,12;5,5
2.02.1944;Moderate;Moderate;Bolu;MS;1944;40;446;40,74;31,44;5,1
1.02.1944;Moderate;Moderate;Duzce;MS;1944;10;447;40,7;31,27;5
2.01.1944;Moderate;Moderate;Cankiri;MS;1944;10;448;41;33,7;5
6.10.1944;Strong;Strong;Canakkale;MS;1944;40;449;39,48;26,56;6,8
1.02.1944;Major;Major;Karabuk;MS;1944;10;450;40,9;32,6;7,3
25.06.1944;Moderate;Moderate;Kutahya;MS;1944;40;451;38,97;29,87;5,5
25.06.1944;Strong;Strong;Usak;MS;1944;40;452;38,79;29,31;6
18.10.1944;Moderate;Moderate;Cankiri;MS;1944;10;453;40,89;33,47;5,2
30.09.1944;Moderate;Moderate;Corum;MS;1944;10;454;41,11;34,87;5,5
1.02.1944;Moderate;Moderate;Karabuk;MS;1944;10;455;41,4;32,7;5,3
10.02.1944;Moderate;Moderate;Bolu;MS;1944;10;456;41;32,3;5,3
14.04.1943;Moderate;Moderate;Kutahya;MS;1943;40;457;39,62;29,64;5
20.06.1943;Moderate;Moderate;Sakarya;MS;1943;10;458;40,84;30,73;5,5
20.11.1943;Moderate;Moderate;Balikesir;MS;1943;35;459;36,55;28,36;5,5
26.11.1943;Major;Major;Cankiri;MS;1943;10;460;41,05;33,72;7,2
20.06.1943;Strong;Strong;Sakarya;MS;1943;10;461;40,85;30,51;6,6
15.11.1943;Moderate;Moderate;Mugla;MS;1943;83;462;36,81;28,84;5,2
15.11.1942;Strong;Strong;Balikesir;MS;1942;10;463;39,55;28,58;6,1
20.12.1942;Major;Major;Tokat;MS;1942;10;464;40,87;36,47;7
28.10.1942;Moderate;Moderate;Balikesir;MS;1942;10;465;39,46;27,79;5,5
21.11.1942;Moderate;Moderate;Corum;MS;1942;80;466;40,82;34,44;5,5
16.06.1942;Moderate;Moderate;Tekirdag;MS;1942;20;467;40,8;27,8;5,6
2.12.1942;Moderate;Moderate;Corum;MS;1942;20;468;41,04;34,88;5,4
28.10.1942;Strong;Strong;Manisa;MS;1942;50;469;39,1;27,8;6
11.12.1942;Moderate;Moderate;Corum;MS;1942;40;470;40,76;34,83;5,9
28.10.1942;Moderate;Moderate;Balikesir;MS;1942;10;471;39,27;28,19;5,4
5.02.1942;Moderate;Moderate;Manisa;MS;1942;10;472;38,84;27,74;5,4
12.11.1941;Moderate;Moderate;Erzincan;MS;1941;70;473;39,74;39,43;5,9
23.05.1941;Strong;Strong;Mugla;MS;1941;40;474;37,07;28,21;6
27.04.1941;Moderate;Moderate;Yozgat;MS;1941;35;475;40;35,5;5,6
10.09.1941;Strong;Strong;Agri;MS;1941;35;476;39,5;43;6
8.11.1941;Moderate;Moderate;Erzincan;MS;1941;10;477;39,7;39,7;5,5
13.12.1941;Strong;Strong;Mugla;MS;1941;100;478;37;28;6
23.05.1941;Moderate;Moderate;Mugla;MS;1941;48;479;37,22;28,35;5,2
2.12.1941;Moderate;Moderate;Mardin;MS;1941;10;480;37,5;41;5
9.01.1941;Moderate;Moderate;Izmir;MS;1941;70;481;38,03;27,4;5,2
21.09.1941;Moderate;Moderate;Mugla;MS;1941;70;482;37,5;28,29;5,3
23.05.1941;Moderate;Moderate;Mugla;MS;1941;40;483;37,13;28,38;5,3
30.07.1940;Strong;Strong;Yozgat;MS;1940;35;484;39,75;35,5;6,2
18.10.1940;Moderate;Moderate;Erzurum;MS;1940;15;485;39,6;42,2;5,6
21.02.1940;Moderate;Moderate;Kayseri;MS;1940;10;486;38,4;35,3;5,2
22.04.1940;Moderate;Moderate;Erzincan;MS;1940;20;487;39,62;39,89;5,2
13.04.1940;Moderate;Moderate;Yozgat;MS;1940;30;488;40,04;35,2;5,6
20.12.1940;Moderate;Moderate;Malatya;MS;1940;10;489;38,3;38,3;5,8
26.12.1939;Major;Major;Erzincan;MS;1939;20;490;39,8;39,51;7,9
2.08.1939;Moderate;Moderate;Kutahya;MS;1939;50;491;39,75;29,48;5,3
28.12.1939;Moderate;Moderate;Tokat;MS;1939;40;492;40,47;37;5,7
15.09.1939;Moderate;Moderate;Satilmisoglu Mahallesi;MS;1939;35;493;39,75;30,25;5,6
22.09.1939;Strong;Strong;Izmir;MS;1939;10;494;39,07;26,94;6,6
27.12.1939;Moderate;Moderate;Sivas;MS;1939;50;495;39,99;38,14;5,5
3.08.1939;Moderate;Moderate;Kutahya;MS;1939;50;496;39,75;29,68;5,5
2.01.1939;Moderate;Moderate;Balikesir;MS;1939;10;497;36,3;30,7;5,3
19.10.1939;Moderate;Moderate;Kutahya;MS;1939;10;498;39,82;29,5;5,3
25.07.1939;Moderate;Moderate;Kutahya;MS;1939;50;499;39,75;29,52;5,2
13.03.1939;Moderate;Moderate;Balikesir;MS;1939;15;500;36;29;5
21.11.1939;Moderate;Moderate;Erzincan;MS;1939;80;501;39,82;39,71;5,9
9.08.1939;Moderate;Moderate;Bilecik;MS;1939;60;502;39,91;29,81;5,1
19.04.1938;Strong;Strong;Kirsehir;MS;1938;10;503;39,44;33,79;6,6
31.05.1938;Moderate;Moderate;Cankiri;MS;1938;10;504;40,9;33,73;5,1
19.04.1938;Moderate;Moderate;Kirikkale;MS;1938;30;505;39,65;33,87;5
2.07.1938;Moderate;Moderate;Balikesir;MS;1938;10;506;40,17;27,88;5
21.07.1938;Moderate;Moderate;Kirikkale;MS;1938;10;507;39,56;33,68;5
29.05.1937;Moderate;Moderate;Balikesir;MS;1937;100;508;36,29;31,05;5
28.04.1937;Moderate;Moderate;Balikesir;MS;1937;100;509;35,91;30,94;5
23.05.1937;Moderate;Moderate;Manisa;MS;1937;10;510;38,69;27,78;5,4
14.06.1936;Moderate;Moderate;Adana;MS;1936;70;511;36,64;35,85;5,5
2.05.1936;Moderate;Moderate;Agri;MS;1936;10;512;39,8;43,5;5
12.08.1936;Moderate;Moderate;Denizli;MS;1936;130;513;37,44;29,44;5
21.09.1936;Moderate;Moderate;Kastamonu;MS;1936;20;514;41,21;33,53;5,1
18.11.1936;Moderate;Moderate;Kastamonu;MS;1936;10;515;41,25;33,33;5,4
1.05.1936;Moderate;Moderate;Agri;MS;1936;10;516;39,6;43,1;5,6
4.01.1935;Strong;Strong;Balikesir;MS;1935;35;517;40,25;27,5;6,2
18.08.1935;Moderate;Moderate;Agri;MS;1935;10;518;39,6;43,1;5
22.10.1935;Moderate;Moderate;Canakkale;MS;1935;10;519;40,31;27,21;5,2
4.01.1935;Strong;Strong;Balikesir;MS;1935;35;520;40,25;27,5;6
13.10.1935;Moderate;Moderate;Bingol;MS;1935;40;521;39,35;40,52;5
1.05.1935;Strong;Strong;Agri;MS;1935;35;522;39,5;43;6
12.11.1934;Moderate;Moderate;Diyarbakir;MS;1934;50;523;38,54;41;5,9
19.06.1934;Moderate;Moderate;Isparta;MS;1934;50;524;37,86;31,13;5,3
25.09.1933;Moderate;Moderate;Adana;MS;1933;10;525;37;35,5;5
19.07.1933;Moderate;Moderate;Denizli;MS;1933;40;526;38,19;29,79;5,7
26.12.1932;Moderate;Moderate;Mersin;MS;1932;60;527;36,9;34,73;5,2
7.12.1932;Moderate;Moderate;Mugla;MS;1932;60;528;36,71;27,33;5
15.03.1932;Moderate;Moderate;Agri;MS;1932;15;529;39,7;44;5,3
12.01.1931;Moderate;Moderate;Konya;MS;1931;10;530;38,5;31,9;5
12.07.1931;Moderate;Moderate;Canakkale;MS;1931;35;531;39,5;26;5,6
12.01.1931;Moderate;Moderate;Konya;MS;1931;20;532;38,47;31,8;5
6.05.1931;Moderate;Moderate;Sanliurfa;MS;1931;10;533;37,5;39,5;5
11.09.1930;Moderate;Moderate;Isparta;MS;1930;80;534;37,39;31,18;5,9
9.04.1930;Moderate;Moderate;Kirikkale;MS;1930;10;535;39,7;34;5
9.04.1930;Moderate;Moderate;Erzincan;MS;1930;10;536;39,55;39,26;5
10.12.1930;Moderate;Moderate;Erzincan;MS;1930;30;537;39,72;39,24;5,6
8.02.1930;Moderate;Moderate;Elazig;MS;1930;100;538;38,52;39,4;5,1
6.05.1930;Moderate;Moderate;Hakkari;MS;1930;10;539;37,21;44,57;5,5
18.05.1929;Strong;Strong;Sivas;MS;1929;10;540;40,2;37,9;6,1
15.09.1929;Moderate;Moderate;Giresun;MS;1929;50;541;40,25;38,76;5
15.07.1928;Moderate;Moderate;Izmir;MS;1928;10;542;38,05;27,32;5,5
6.05.1928;Moderate;Moderate;Balikesir;MS;1928;12;543;39,8;30,5;5
2.05.1928;Strong;Strong;Bursa;MS;1928;10;544;39,64;29,14;6,1
31.03.1928;Strong;Strong;Izmir;MS;1928;35;545;38;27;6,2
3.10.1928;Moderate;Moderate;Cankiri;MS;1928;70;546;40,47;33,42;5
24.01.1928;Moderate;Moderate;Sakarya;MS;1928;10;547;40,99;30,86;5,3
4.10.1928;Moderate;Moderate;Kirikkale;MS;1928;10;548;40,22;33,67;5,7
31.03.1928;Moderate;Moderate;Izmir;MS;1928;10;549;38,1;27,4;5,2
7.02.1927;Moderate;Moderate;Afyonkarahisar;MS;1927;15;550;39;31;5,2
5.06.1927;Moderate;Moderate;Balikesir;MS;1927;10;551;36,19;31,08;5,5
17.03.1926;Moderate;Moderate;Mersin;MS;1926;10;552;37;35;5,5
3.03.1926;Moderate;Moderate;Burdur;MS;1926;10;553;37;29,4;5
22.10.1926;Moderate;Moderate;Kars;MS;1926;8;554;40,7;43,7;5,2
13.01.1926;Moderate;Moderate;Manisa;MS;1926;10;555;38,53;28,19;5,7
1.03.1926;Strong;Strong;Burdur;MS;1926;50;556;37,03;29,43;6,1
13.01.1926;Moderate;Moderate;Manisa;MS;1926;50;557;38,64;28,11;5,8
16.12.1926;Moderate;Moderate;Balikesir;MS;1926;10;558;40,13;30,72;5,7
1.09.1925;Moderate;Moderate;Denizli;MS;1925;130;559;37,56;29,17;5,4
16.08.1925;Moderate;Moderate;Balikesir;MS;1925;15;560;38;30;5,1
7.08.1925;Moderate;Moderate;Denizli;MS;1925;20;561;38,1;29,8;5,9
5.08.1925;Moderate;Moderate;Denizli;MS;1925;10;562;38,1;29,8;5
12.03.1925;Moderate;Moderate;Erzurum;MS;1925;10;563;40;42;5
18.12.1925;Moderate;Moderate;Burdur;MS;1925;15;564;37,4;30,4;5,1
22.12.1924;Moderate;Moderate;Balikesir;MS;1924;15;565;39,6;27,7;5,4
20.11.1924;Moderate;Moderate;Balikesir;MS;1924;10;566;38,55;30,78;5,9
13.09.1924;Moderate;Moderate;Erzurum;MS;1924;10;567;40,24;41,94;5,1
13.09.1924;Strong;Strong;Erzurum;MS;1924;10;568;39,96;41,94;6,8
27.09.1924;Moderate;Moderate;Erzurum;MS;1924;10;569;39,92;41,47;5
22.01.1924;Moderate;Moderate;Balikesir;MS;1924;80;570;39,51;28,4;5,3
10.09.1924;Moderate;Moderate;Antalya;MS;1924;30;571;36,84;31,49;5
13.05.1924;Moderate;Moderate;Erzurum;MS;1924;30;572;40;42;5,3
